666;202;464;0;0;;666;0;666;0;0;;666;0;666;0;0;;666;0;666;0;0;;666;0;666;0;0
464;197;267;0;0;;666;0;666;0;0;;666;0;666;0;0;;666;0;666;0;0;;666;0;666;0;0
267;228;39;1;335;;666;335;331;1;207;;666;207;459;0;0;;666;0;666;0;0;;666;0;666;0;0
374;0;374;0;0;;331;0;331;0;0;;459;0;459;0;0;;666;0;666;0;0;;666;0;666;0;0
374;206;168;1;206;;538;206;332;1;206;;459;206;253;0;0;;666;0;666;0;0;;666;0;666;0;0
168;214;0;0;0;;332;0;332;0;0;;253;0;253;0;0;;666;0;666;0;0;;666;0;666;0;0
0;195;0;0;0;;332;0;332;0;0;;253;0;253;0;0;;666;0;666;0;0;;666;0;666;0;0
206;0;206;1;168;;332;168;164;0;0;;253;0;253;0;0;;666;0;666;0;0;;666;0;666;0;0
374;266;108;1;266;;370;266;104;1;434;;253;434;0;1;334;;666;334;332;0;0;;666;0;666;0;0
374;144;230;1;144;;104;144;0;0;0;;334;0;334;0;0;;332;0;332;0;0;;666;0;666;0;0
374;221;153;1;221;;434;221;213;1;325;;334;325;9;1;325;;332;325;7;1;260;;666;260;406;0;0
374;0;374;0;0;;213;0;213;0;0;;334;0;334;0;0;;7;0;7;0;0;;406;0;406;0;0
374;257;117;1;257;;213;257;213;0;0;;334;0;334;0;0;;267;0;267;0;0;;406;0;406;0;0
117;216;0;0;0;;213;0;213;0;0;;334;0;334;0;0;;267;0;267;0;0;;406;0;406;0;0
0;141;0;0;0;;538;0;281;1;257;;334;257;77;1;257;;267;257;10;1;260;;406;260;146;0;0
257;0;257;1;117;;281;117;164;0;0;;334;0;334;0;0;;10;0;10;0;0;;146;0;146;0;0
374;257;117;1;257;;421;257;164;1;374;;334;374;0;1;334;;270;334;0;1;273;;146;273;0;1;234
374;189;185;1;189;;164;189;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;189;185;1;189;;374;189;185;1;353;;334;353;0;1;334;;273;334;0;1;273;;234;273;0;1;234
185;0;185;0;0;;185;0;185;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
185;182;3;0;0;;185;0;185;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
192;174;18;1;356;;185;356;0;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
374;201;173;1;201;;353;201;152;1;386;;334;386;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;0;374;0;0;;152;0;152;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;197;177;1;197;;538;197;341;1;197;;334;197;137;1;197;;273;197;76;1;195;;234;195;39;1;195
374;204;170;1;204;;341;204;137;0;0;;334;0;334;0;0;;76;0;76;0;0;;39;0;39;0;0
170;193;0;0;0;;137;0;137;0;0;;334;0;334;0;0;;271;0;271;0;0;;39;0;39;0;0
0;0;0;0;0;;137;0;137;0;0;;334;0;334;0;0;;271;0;271;0;0;;39;0;39;0;0
204;162;42;1;332;;334;332;2;1;536;;334;536;0;1;334;;271;334;0;1;273;;234;273;0;1;234
374;141;233;1;141;;2;141;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;200;174;1;200;;536;200;336;1;202;;334;202;132;1;202;;273;202;71;1;195;;234;195;39;1;195
374;0;374;0;0;;336;0;336;0;0;;334;0;334;0;0;;71;0;71;0;0;;39;0;39;0;0
374;172;202;1;172;;538;172;366;1;172;;334;172;162;1;172;;266;172;94;1;169;;234;169;65;1;169
202;218;0;0;0;;366;0;366;0;0;;334;0;334;0;0;;94;0;94;0;0;;65;0;65;0;0
0;179;0;0;0;;366;0;366;0;0;;334;0;334;0;0;;263;0;263;0;0;;65;0;65;0;0
172;0;172;1;202;;366;202;164;0;0;;334;0;334;0;0;;263;0;263;0;0;;65;0;65;0;0
374;154;220;1;154;;336;154;182;1;356;;334;356;0;1;334;;263;334;0;1;273;;234;273;0;1;234
374;213;161;1;213;;182;213;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;174;200;1;174;;356;174;182;1;356;;334;356;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;0;374;0;0;;182;0;182;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;208;166;1;208;;182;208;182;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
166;214;0;0;0;;182;0;182;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
0;200;0;0;0;;538;0;330;1;208;;334;208;126;1;208;;273;208;65;1;208;;234;208;26;1;208
208;0;208;1;166;;330;166;164;0;0;;334;0;334;0;0;;65;0;65;0;0;;26;0;26;0;0
374;223;151;1;223;;372;223;149;1;389;;334;389;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;244;130;1;244;;149;244;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;180;194;1;180;;389;180;209;1;329;;334;329;5;1;329;;273;329;0;1;273;;234;273;0;1;234
194;0;194;0;0;;209;0;209;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
194;199;0;0;0;;209;0;209;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
180;147;33;1;341;;209;341;0;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
374;166;208;1;166;;329;166;163;1;375;;334;375;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;0;374;0;0;;163;0;163;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;217;157;1;217;;538;217;321;1;217;;334;217;117;1;217;;273;217;56;1;208;;234;208;26;1;208
374;213;161;1;213;;321;213;108;0;0;;334;0;334;0;0;;56;0;56;0;0;;26;0;26;0;0
161;284;0;0;0;;108;0;108;0;0;;334;0;334;0;0;;264;0;264;0;0;;26;0;26;0;0
0;0;0;0;0;;108;0;108;0;0;;334;0;334;0;0;;264;0;264;0;0;;26;0;26;0;0
213;278;0;1;374;;325;374;0;1;538;;334;538;0;1;334;;264;334;0;1;273;;234;273;0;1;234
374;247;127;1;247;;0;247;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;158;216;1;158;;538;158;380;1;158;;334;158;176;1;158;;273;158;115;1;156;;234;156;78;0;0
374;0;374;0;0;;380;0;380;0;0;;334;0;334;0;0;;115;0;115;0;0;;78;0;78;0;0
374;180;194;1;180;;538;180;358;1;180;;334;180;154;1;180;;271;180;91;1;182;;78;182;0;1;234
194;226;0;0;0;;358;0;358;0;0;;334;0;334;0;0;;91;0;91;0;0;;0;0;0;0;0
0;150;0;0;0;;358;0;358;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
180;0;180;1;194;;358;194;164;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
374;192;182;1;192;;344;192;152;1;386;;334;386;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;215;159;1;215;;152;215;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;265;109;1;265;;386;265;121;1;417;;334;417;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;0;374;0;0;;121;0;121;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;199;175;1;199;;121;199;121;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
175;229;0;0;0;;121;0;121;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
0;192;0;0;0;;538;0;339;1;199;;334;199;135;1;199;;273;199;74;1;195;;234;195;39;1;195
199;0;199;1;175;;339;175;164;0;0;;334;0;334;0;0;;74;0;74;0;0;;39;0;39;0;0
374;215;159;1;215;;363;215;148;1;390;;334;390;0;1;334;;269;334;0;1;273;;234;273;0;1;234
374;169;205;1;169;;148;169;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;180;194;1;180;;390;180;210;1;328;;334;328;6;1;328;;273;328;0;1;273;;234;273;0;1;234
194;0;194;0;0;;210;0;210;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
194;236;0;0;0;;210;0;210;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
180;193;0;1;374;;210;374;0;0;0;;334;0;334;0;0;;273;0;273;0;0;;0;0;0;0;0
374;195;179;1;195;;328;195;133;1;405;;334;405;0;1;334;;273;334;0;1;273;;234;273;0;1;234
374;0;374;0;0;;133;0;133;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;258;116;1;258;;538;258;280;1;258;;334;258;76;1;258;;273;258;15;1;247;;234;247;0;1;234
374;256;118;1;256;;280;256;24;0;0;;334;0;334;0;0;;15;0;15;0;0;;0;0;0;0;0
118;224;0;0;0;;24;0;24;0;0;;334;0;334;0;0;;262;0;262;0;0;;0;0;0;0;0
0;0;0;0;0;;24;0;24;0;0;;334;0;334;0;0;;262;0;262;0;0;;0;0;0;0;0
256;230;26;1;348;;282;348;0;1;538;;334;538;0;1;334;;262;334;0;1;273;;234;273;0;1;234
374;168;206;1;168;;0;168;0;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
374;212;162;1;212;;538;212;326;1;212;;334;212;122;1;212;;273;212;61;1;208;;234;208;26;1;208
374;0;374;0;0;;326;0;326;0;0;;334;0;334;0;0;;61;0;61;0;0;;26;0;26;0;0
374;227;147;1;227;;538;227;311;1;227;;334;227;107;1;227;;269;227;42;1;221;;234;221;13;1;221
147;195;0;0;0;;311;0;311;0;0;;334;0;334;0;0;;42;0;42;0;0;;13;0;13;0;0
0;228;0;0;0;;311;0;311;0;0;;334;0;334;0;0;;263;0;263;0;0;;13;0;13;0;0
227;0;227;1;147;;311;147;164;0;0;;334;0;334;0;0;;263;0;263;0;0;;13;0;13;0;0
374;192;182;1;192;;391;192;199;1;339;;334;339;0;1;334;;263;334;0;1;273;;234;273;0;1;234
374;198;176;1;198;;199;198;1;0;0;;334;0;334;0;0;;0;0;0;0;0;;0;0;0;0;0
